,name,address,sido,gigun
627,부산수정점,부산광역시 동구  홍곡로 74,부산광역시,동구
628,부산수영점,"부산광역시 수영구  수영로 741번길 46, 협성르네상스상가 218동 10",부산광역시,수영구
629,부산수민점,부산광역시 동래구 수안동 34-1번지 새동래상가 6동 104호,부산광역시,동래구
630,부산송도점,부산광역시 서구  암남공원로 27,부산광역시,서구
631,부산서동점,부산광역시 금정구  서곡로 34,부산광역시,금정구
632,부산사직점,부산광역시 동래구 사직1동 47-23번지,부산광역시,동래구
633,부산부암점,부산광역시 부산진구  백양순환로 137-1,부산광역시,부산진구
634,부산부곡점,부산광역시 금정구  중앙대로1706번길 15,부산광역시,금정구
635,부산부곡2호점,부산광역시 금정구  서동로36 (부곡동),부산광역시,금정구
636,부산범천점,부산광역시 부산진구 범일로192번길54,부산광역시,부산진구
637,부산반여점,부산광역시 해운대구  선수촌로162-1 (반여동),부산광역시,해운대구
638,부산반여2호점,부산광역시 해운대구  재반로 242번길 29-70,부산광역시,해운대구
639,부산반송점,"부산광역시 해운대구  윗반송로 51번길 46-1, 1층",부산광역시,해운대구
640,부산문현점,부산광역시 남구 문현1동 13-63번지,부산광역시,남구
641,부산명지점,부산광역시 강서구  명지오션시티2로71,부산광역시,강서구
642,부산망미점,부산광역시 수영구 과정로41번길 45 (부산광역시 수영구 망미동 445-2),부산광역시,수영구
643,부산만덕점,"부산광역시 북구  만덕2로44번길72, 106동 106호",부산광역시,북구
644,부산동삼점,부산광역시 영도구  동삼로 79,부산광역시,영도구
645,부산덕포점,부산광역시 사상구  삼덕로 72-1,부산광역시,사상구
646,부산덕천점,부산광역시 북구 덕천1동 408-18번지,부산광역시,북구
647,부산대연점,부산광역시 남구  못골로41번길 13,부산광역시,남구
648,부산대신점,부산광역시 서구 서대신동3가 279-14번지 2통 4반,부산광역시,서구
649,부산당리점,부산광역시 사하구  다대로 4,부산광역시,사하구
650,부산당감점,부산광역시 부산진구  당감서로 118-1,부산광역시,부산진구
651,부산다대점,부산광역시 사하구 다대1동 933-12번지,부산광역시,사하구
652,부산남항점,부산광역시  영도구   절영로93번길 25-1,부산광역시,영도구
653,부산남천점,"부산광역시 수영구 (남천동) 수영로408번길 65, 상가동 2호",부산광역시,수영구
654,부산남산점,부산광역시 금정구  남산로37번길 60,부산광역시,금정구
655,부산낙민점,부산광역시 동래구  안남로 69,부산광역시,동래구
656,부산기장점,부산광역시 기장군 기장읍 차성동로 161,부산광역시,기장군
657,부산금곡점,부산광역시 북구  효열로 207(금곡동),부산광역시,북구
658,부산구포점,부산광역시 북구  시랑로7번길 4,부산광역시,북구
659,부산구서점,부산광역시 금정구 구서2동 184-23번지,부산광역시,금정구
660,부산괴정점,부산광역시 사하구 괴정동 929번지,부산광역시,사하구
661,부산괴정2호점,부산광역시 사하구  사리로 42,부산광역시,사하구
662,부산거제점,"부산광역시 연제구 중앙대로 1167, 105호",부산광역시,연제구
663,부산개금점,부산광역시 부산진구 개금3동 470-8번지,부산광역시,부산진구
664,부산감천점,부산광역시 사하구  감천로 69,부산광역시,사하구
665,부산감만점,부산광역시 남구  우암로 79번길 1,부산광역시,남구
666,부산가야점,부산광역시 부산진구  가야대로 552번길 135,부산광역시,부산진구
667,부개2동점,인천광역시 부평구 부개동 124-51번지,인천광역시,부평구
668,봉일천점,경기도 파주시 조리읍 봉일천리 142-3번지,경기도,파주시
669,봉동점,"전라북도 완주군 봉동읍 완주산단8로 24, 1층 103호",전라북도,완주군
670,봉담1호점,"경기도 화성시 봉담읍 상봉길 31, 지맨프라자 119-1호",경기도,화성시
671,봄그리고가을리조트점,제주도 서귀포시 성산읍  해맞이해안로2660,제주도,서귀포시
672,본오2동점,경기도 안산시 상록구  본이로 8,경기도,안산시
673,본동월성2동점,"대구광역시 달서구 와룡로5길11,1층(본동)",대구광역시,달서구
674,복대개신점,"충청북도 청주시 흥덕구  풍산로147번길 1, 1층 103호",충청북도,청주시
675,보성읍점,전라남도 보성군 보성읍 중앙로96-1,전라남도,보성군
676,보령동대점,충청남도 보령시 동대동 476-4번지,충청남도,보령시
677,병점2동점,"경기도 화성시  병점로 48, 1층 101호(병점동)",경기도,화성시
678,별내2호점,"경기도 남양주시  순화궁로 382-1, 별사랑마을2-2단지상가 104호",경기도,남양주시
679,별내1호점,경기도 남양주시  별내3로92,경기도,남양주시
680,"범어1,2,3동점",대구광역시 수성구  동대구로73길 24,대구광역시,수성구
681,번동점,"서울특별시 강북구 번동 덕릉로126, 우일빌딩 1층",서울특별시,강북구
682,백석1동점,"경기도  고양시 일산동구  강석로33, 104호",경기도,고양시
683,배방점,충청남도 아산시 배방읍 모산로 136,충청남도,아산시
684,배곧캠퍼스점,경기도 시흥시  배곧1로 27-15,경기도,시흥시
685,배곧신도시점,경기도 시흥시  배곧4로30 배곧타운116호,경기도,시흥시
686,방화역점,서울특별시 강서구 방화동 830-1 에어뷰오피스텔2 101호,서울특별시,강서구
687,방학1동점,"서울특별시 도봉구  도당로 133, 1층",서울특별시,도봉구
688,방이점,서울특별시 송파구  가락로 267,서울특별시,송파구
689,방배4동점,"서울특별시 서초구  방배로32길 8, 1층 (조일빌딩)",서울특별시,서초구
690,방배1동점,서울특별시 서초구  방배로 13길 34,서울특별시,서초구
691,방림양림점,광주광역시 남구 방림동 473-1 송림주택1동 101호,광주광역시,남구
692,반포1동점,서울특별시 서초구 반포1동 746-8 103호,서울특별시,서초구
693,민락광안1동점,부산광역시 수영구 민락동 167-1번지,부산광역시,수영구
694,민락2지구점,경기도 의정부시  용민로 249 골든타워 101호,경기도,의정부시
695,미아1호점,서울특별시 강북구  삼양로 198,서울특별시,강북구
696,미성점,서울특별시 관악구  난우길43,서울특별시,관악구
697,미사수변점,"경기도 하남시  미사강변중앙로 111번길 26, 1층",경기도,하남시
698,미사1호점,경기도 하남시  미사강변북로30번길 37,경기도,하남시
699,문화신풍점,전라북도 군산시 대학로 120-1,전라북도,군산시
700,문학구장점, ,,
701,문정점,서울특별시 송파구  동남로6길 41-10,서울특별시,송파구
702,문산점,경기도 파주시 문산읍 독산로 31-1,경기도,파주시
703,문막점,강원도 원주시 문막읍 건등리 1624-5,강원도,원주시
704,문래점,서울특별시 영등포구 문래5가 23-1,서울특별시,영등포구
705,문경새재점,경상북도 문경시 문경읍 주흘1길 25,경상북도,문경시
706,무주구천동점,전라북도 무주군 설천면 구천동로 1050,전라북도,무주군
707,무전북신점,경상남도 통영시  여황로 399-4,경상남도,통영시
708,무안읍점,"전라남도 무안군 무안읍 불무로20,1층",전라남도,무안군
709,무안남악점,전라남도 무안군 삼향읍 남악영산길39 102호,전라남도,무안군
